timestamp,cpu_some10,cpu_some60,mem_some10,mem_some60,mem_full10,mem_full60,io_some10,io_some60,io_full10,io_full60
1773664471.794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664472.819,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664473.838,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664474.856,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664475.875,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664476.895,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664477.921,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664478.941,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664479.960,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664480.980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664482.002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664483.027,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664484.047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664485.067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664486.086,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664487.106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664488.133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664489.152,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664490.173,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664491.195,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664492.215,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664493.254,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664494.275,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664495.295,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664496.314,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664497.333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664498.356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664499.376,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664500.396,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664501.415,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664502.434,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664503.460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664504.480,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664505.501,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664506.521,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664507.542,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664508.568,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664509.587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664510.608,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664511.628,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664512.646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664513.672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664514.691,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664515.711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664516.730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664517.750,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664518.776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664519.794,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664520.815,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664521.836,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664522.858,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664523.884,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664524.906,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664525.927,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664526.947,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664527.967,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664528.991,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664530.010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664531.030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664532.049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664533.068,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664534.096,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664535.116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664536.138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664537.161,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664538.181,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
