timestamp,rel_offset_s,category,message
1773665560.820,1304.6,ERROR,"E/SCN: Failed to find resource '../../textures/SignsAndLightsUS.png', referenced from file 'Custom Scenery/FlyTampa_Amst"
1773665560.820,1304.6,ERROR,"E/SCN: Failed to find resource '../../textures/SignsAndLightsUS.png', referenced from file 'Custom Scenery/FlyTampa_Amst"
1773665609.751,1353.5,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665669.501,1413.2,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665729.284,1473.0,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665786.953,1530.7,DSF,"+51+005.dsf (0ms)"
1773665787.351,1531.1,DSF,"+53+005.dsf (49ms)"
1773665787.383,1531.1,DSF,"+53+005.dsf (54ms)"
1773665787.417,1531.2,DSF,"+53+005.dsf (11ms)"
1773665787.417,1531.2,DSF,"+53+005.dsf (1ms)"
1773665787.417,1531.2,DSF,"+53+005.dsf (0ms)"
1773665787.483,1531.2,DSF,"+51+005.dsf (522ms)"
1773665787.483,1531.2,DSF,"+53+005.dsf (67ms)"
1773665787.583,1531.3,DSF,"+51+005.dsf (84ms)"
1773665787.633,1531.4,DSF,"+51+005.dsf (48ms)"
1773665787.667,1531.4,DSF,"+53+005.dsf (180ms)"
1773665787.667,1531.4,DSF,"+53+005.dsf (10ms)"
1773665787.700,1531.4,DSF,"+51+005.dsf (42ms)"
1773665787.700,1531.4,DSF,"+51+005.dsf (0ms)"
1773665787.700,1531.4,DSF,"+53+005.dsf (26ms)"
1773665787.800,1531.5,DSF,"+51+005.dsf (113ms)"
1773665789.184,1532.9,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665789.184,1532.9,DSF,"+53+005.dsf (1436ms)"
1773665789.217,1533.0,DSF,"+51+005.dsf (1403ms)"
1773665789.350,1533.1,DSF,"+51+005.dsf (126ms)"
1773665790.533,1534.3,DSF,"+51+005.dsf (1177ms)"
1773665812.674,1556.4,DSF,"+51+005.dsf (22075ms)"
1773665823.167,1566.9,AIRPORT,"Loading sim objects for airport XEH0016"
1773665823.167,1566.9,DSF,"+52+005.dsf (0ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (1ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (1ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (0ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (49ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (55ms)"
1773665823.167,1566.9,DSF,"+52+005.dsf (14ms)"
1773665823.359,1567.1,DSF,"+52+005.dsf (0ms)"
1773665823.359,1567.1,DSF,"+52+005.dsf (84ms)"
1773665823.984,1567.7,DSF,"+52+005.dsf (552ms)"
1773665824.053,1567.8,DSF,"+52+005.dsf (68ms)"
