timestamp,ctxt_s,pgfault_s,pgmajfault_s,pgscan_kswapd_s,pgscan_direct_s,pgsteal_kswapd_s,pgsteal_direct_s,allocstall_s,compact_stall_s,tlb_shootdown_s,nr_dirty,nr_writeback,pswpin_s,pswpout_s,wset_refault_anon_s,wset_refault_file_s,thp_fault_fallback_s
1773664447.280,71962,8326,1,0,0,0,0,0.0,0.0,0,298,0,0,0,0,752,0
1773664448.301,72577,46833,0,0,0,0,0,0.0,0.0,0,302,0,0,0,0,0,0
1773664449.322,73543,50722,2,0,0,0,0,0.0,0.0,0,319,4,0,0,0,1223,0
1773664450.342,71959,4164,0,0,0,0,0,0.0,0.0,0,326,0,0,0,0,97,0
1773664451.361,73566,10483,15,0,0,0,0,0.0,0.0,0,152,0,0,0,0,8957,0
1773664452.387,75276,8283,0,0,0,0,0,0.0,0.0,0,155,0,0,0,0,244,0
1773664453.407,71389,4018,0,0,0,0,0,0.0,0.0,0,157,0,0,0,0,0,0
1773664454.427,73813,5750,4,0,0,0,0,0.0,0.0,0,176,0,0,0,0,2753,0
1773664455.445,74199,8328,0,0,0,0,0,0.0,0.0,0,199,0,0,0,0,108,0
1773664456.466,71918,4079,13,0,0,0,0,0.0,0.0,0,464,0,0,0,0,6639,0
1773664457.493,72983,3954,0,0,0,0,0,0.0,0.0,0,531,0,0,0,0,344,0
1773664458.514,71645,8330,2,0,0,0,0,0.0,0.0,0,617,0,0,0,0,454,0
1773664459.534,73731,4103,8,0,0,0,0,0.0,0.0,0,629,0,1,0,1,4307,0
1773664460.556,72784,3933,0,0,0,0,0,0.0,0.0,0,632,0,0,0,0,92,0
1773664461.575,72574,8434,12,0,0,0,0,0.0,0.0,0,635,0,0,0,0,6805,0
1773664462.601,71864,4049,0,0,0,0,0,0.0,0.0,0,640,0,0,0,0,137,0
1773664463.622,72758,4082,9,0,0,0,0,0.0,0.0,0,642,0,0,0,0,4114,0
1773664464.642,71295,8233,0,0,0,0,0,0.0,0.0,0,653,0,0,0,0,342,0
1773664465.663,71072,3930,0,0,0,0,0,0.0,0.0,0,658,0,0,0,0,0,0
1773664466.683,76788,5005,15,0,0,0,0,0.0,0.0,0,1980,0,0,0,0,8778,0
1773664467.711,74284,8441,0,0,0,0,0,0.0,0.0,0,1908,0,0,0,0,0,0
1773664468.730,72950,4055,15,0,0,0,0,0.0,0.0,0,1914,0,0,0,0,9132,0
1773664469.753,73146,3954,0,0,0,0,0,0.0,0.0,0,1854,0,0,0,0,0,0
1773664470.774,72863,8275,0,0,0,0,0,0.0,0.0,0,1856,0,0,0,0,0,0
1773664471.794,73905,4228,12,0,0,0,0,0.0,0.0,0,1878,0,0,0,0,7902,0
