timestamp,pid,name,cpu_pct,rss_mb,io_read_mbs,io_write_mbs,threads
1773664277.691,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664277.691,10157,Main Thread[X-Plane],217.7,17434,0.00,0.00,104
1773664277.691,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664277.691,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664277.691,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664277.691,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664277.691,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664277.691,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664277.691,13462,qemu-system-x86,15.7,4130,0.00,0.00,10
1773664277.691,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664278.717,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664278.717,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664278.717,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664278.717,10157,Main Thread[X-Plane],211.6,17434,0.00,0.01,104
1773664278.717,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664278.717,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664278.717,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664278.717,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664278.717,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664278.717,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664278.717,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664278.717,22041,python3[X-Plane],1.0,14,0.00,0.00,1
1773664279.739,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664279.739,10109,gamescope-wl[X-Plane],2.0,188,0.00,0.00,14
1773664279.739,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664279.739,10157,Main Thread[X-Plane],213.3,17434,0.00,0.00,104
1773664279.739,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664279.739,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664279.739,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664279.739,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664279.739,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664279.739,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664279.739,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664279.739,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664280.759,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664280.759,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664280.759,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664280.759,10157,Main Thread[X-Plane],233.2,17434,0.00,0.01,104
1773664280.759,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664280.759,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664280.759,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664280.759,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664280.759,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664280.759,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664280.759,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664280.759,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664281.780,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664281.780,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664281.780,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664281.780,10157,Main Thread[X-Plane],218.4,17434,0.00,0.00,104
1773664281.780,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664281.780,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664281.780,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664281.780,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664281.780,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664281.780,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664281.780,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664281.780,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664282.800,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664282.800,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664282.800,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664282.800,10157,Main Thread[X-Plane],211.9,17434,0.00,0.00,104
1773664282.800,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664282.800,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664282.800,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664282.800,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664282.800,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664282.800,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664282.800,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664282.800,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664283.824,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664283.824,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664283.824,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664283.824,10157,Main Thread[X-Plane],212.7,17434,0.00,0.00,104
1773664283.824,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664283.824,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664283.824,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664283.824,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664283.824,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664283.824,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664283.824,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664283.824,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664284.844,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664284.844,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664284.844,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664284.844,10157,Main Thread[X-Plane],215.8,17434,2.62,0.00,104
