timestamp,rel_offset_s,category,message
1774183395.958,4691.4,DSF,"+49+004.dsf (30ms)"
1774183395.990,4691.4,DSF,"+49+004.dsf (1ms)"
1774183396.055,4691.5,DSF,"+49+004.dsf (83ms)"
1774183396.455,4691.9,DSF,"+49+004.dsf (386ms)"
1774183396.455,4691.9,DSF,"+49+004.dsf (25ms)"
1774183396.554,4692.0,DSF,"+49+004.dsf (86ms)"
1774183399.704,4695.1,DSF,"+49+004.dsf (3037ms)"
1774183468.188,4763.6,AIRPORT,"Loading sim objects for airport ELLX"
1774183505.971,4801.4,ERROR,"E/OBJ: The object Custom Data/CSL/X-CSL/B748/B748fafan.obj has unbalanced anim begins."
1774183579.922,4875.3,AIRPORT,"Loading sim objects for airport ELUS"
1774183604.222,4899.6,AIRPORT,"Loading sim objects for airport XEL0002"
1774183674.054,4969.5,AIRPORT,"Loading sim objects for airport ELNT"
1774183795.954,5091.4,DSF,"+51+004.dsf (1ms)"
1774183795.987,5091.4,DSF,"+51+004.dsf (44ms)"
1774183796.054,5091.5,DSF,"+51+004.dsf (63ms)"
1774183796.087,5091.5,DSF,"+51+004.dsf (44ms)"
1774183796.121,5091.5,DSF,"+51+004.dsf (1ms)"
1774183796.287,5091.7,DSF,"+51+004.dsf (172ms)"
1774183797.121,5092.5,DSF,"+51+006.dsf (36ms)"
1774183797.222,5092.6,DSF,"+51+006.dsf (58ms)"
1774183797.354,5092.8,DSF,"+51+006.dsf (130ms)"
1774183797.388,5092.8,DSF,"+51+006.dsf (44ms)"
1774183797.388,5092.8,DSF,"+51+006.dsf (2ms)"
1774183797.888,5093.3,DSF,"+51+004.dsf (1602ms)"
1774183797.955,5093.4,DSF,"+51+004.dsf (83ms)"
1774183798.221,5093.6,DSF,"+51+006.dsf (822ms)"
1774183798.321,5093.7,DSF,"+51+004.dsf (339ms)"
1774183814.655,5110.1,DSF,"+51+006.dsf (16448ms)"
1774183815.027,5110.4,DSF,"+51+006.dsf (346ms)"
1774183819.025,5114.4,DSF,"+51+006.dsf (4004ms)"
1774183829.354,5124.8,DSF,"+51+006.dsf (10295ms)"
1774183832.004,5127.4,WEATHER,"Will fetch 'https://weatherservice.x-plane.com/api/v1/manifest/debug/2026-03-22T12:50:34Z' for epoch '1774183834"
1774183847.337,5142.8,WEATHER,"Parsing weather manifest ID '81180'"
1774183848.187,5143.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txyyy.obj has a bad light name: "
1774183848.187,5143.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txyyy.obj has a bad light name: "
1774183848.187,5143.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txygg.obj has a bad light name: "
1774183848.187,5143.6,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txygg.obj has a bad light name: "
1774183861.787,5157.2,DSF,"+51+004.dsf (63386ms)"
1774183871.688,5167.1,DSF,"+51+005.dsf (0ms)"
1774183872.288,5167.7,DSF,"+51+005.dsf (596ms)"
1774183872.354,5167.8,DSF,"+51+005.dsf (58ms)"
1774183872.420,5167.8,DSF,"+51+005.dsf (49ms)"
1774183872.454,5167.9,DSF,"+51+005.dsf (54ms)"
1774183872.454,5167.9,DSF,"+51+005.dsf (0ms)"
1774183872.499,5167.9,DSF,"+51+007.dsf (59ms)"
1774183872.625,5168.0,DSF,"+51+005.dsf (131ms)"
1774183872.686,5168.1,DSF,"+51+007.dsf (211ms)"
1774183872.953,5168.4,DSF,"+51+007.dsf (182ms)"
1774183873.172,5168.6,DSF,"+51+007.dsf (231ms)"
1774183875.062,5170.5,DSF,"+51+005.dsf (2453ms)"
1774183875.510,5170.9,DSF,"+51+005.dsf (444ms)"
1774183876.788,5172.2,DSF,"+51+005.dsf (1259ms)"
1774183877.455,5172.9,DSF,"+51+007.dsf (4283ms)"
1774183877.455,5172.9,DSF,"+51+007.dsf (7ms)"
1774183878.956,5174.4,DSF,"+51+007.dsf (1504ms)"
1774183902.053,5197.5,DSF,"+51+005.dsf (25214ms)"
1774183924.771,5220.2,DSF,"+51+007.dsf (45811ms)"
1774183925.371,5220.8,DSF,"+51+007.dsf (596ms)"
1774183929.340,5224.8,DSF,"+51+007.dsf (3957ms)"
1774183934.552,5230.0,DSF,"+51+007.dsf (5129ms)"
1774183993.321,5288.7,DSF,"+49+003.dsf (22ms)"
1774183993.321,5288.7,DSF,"+49+003.dsf (14ms)"
1774183993.354,5288.8,DSF,"+49+003.dsf (16ms)"
1774183993.391,5288.8,DSF,"+49+003.dsf (56ms)"
1774183993.587,5289.0,DSF,"+49+003.dsf (177ms)"
1774183993.587,5289.0,DSF,"+49+003.dsf (11ms)"
1774183993.620,5289.0,DSF,"+49+003.dsf (42ms)"
1774183997.520,5292.9,DSF,"+49+003.dsf (3808ms)"
1774184008.060,5303.5,DSF,"+51+003.dsf (33ms)"
1774184008.149,5303.6,DSF,"+51+003.dsf (56ms)"
1774184008.149,5303.6,DSF,"+51+003.dsf (13ms)"
