timestamp,rel_s,fps,frame_time_ms,cpu_time_ms,gpu_time_ms,lat,lon,elev_m,agl_m,gs_kts,ias_kts,sim_time_s,paused
1774178783.277,26.61,30.0,33.38,14.47,18.91,47.453259,8.559381,429.8,-0.1,0.0,3.7,22.5,0
1774178783.478,26.81,30.3,33.05,14.14,18.91,47.453259,8.559381,429.8,-0.1,0.0,2.0,22.7,0
1774178783.709,27.04,29.6,33.75,13.93,19.82,47.453259,8.559381,429.8,-0.1,0.0,0.4,22.9,0
1774178783.944,27.27,30.3,33.02,13.20,19.82,47.453259,8.559381,429.8,-0.1,0.0,-0.6,23.2,0
1774178784.144,27.47,30.0,33.39,13.57,19.82,47.453259,8.559381,429.8,-0.1,0.0,-1.1,23.4,0
1774178784.360,27.69,34.3,29.19,9.37,19.82,47.453259,8.559381,429.8,-0.1,0.0,-1.2,23.6,0
1774178784.561,27.89,29.2,34.30,14.49,19.82,47.453259,8.559381,429.8,-0.1,0.0,-1.2,23.8,0
1774178784.777,28.11,30.5,32.82,12.17,20.64,47.453259,8.559381,429.8,-0.1,0.0,-1.3,24.0,0
1774178784.975,28.30,29.9,33.49,12.84,20.64,47.453259,8.559381,429.8,-0.1,0.0,-1.5,24.2,0
1774178785.210,28.54,29.0,34.43,13.78,20.64,47.453259,8.559381,429.8,-0.1,0.0,-1.7,24.4,0
1774178785.443,28.77,30.1,33.20,12.56,20.64,47.453259,8.559381,429.8,-0.1,0.0,-1.9,24.7,0
1774178785.676,29.00,30.0,33.34,12.70,20.64,47.453259,8.559381,429.8,-0.1,0.0,-2.0,24.9,0
1774178785.892,29.22,41.1,24.32,5.03,19.29,47.453259,8.559381,429.8,-0.1,0.0,-2.1,25.1,0
1774178786.094,29.42,29.0,34.50,15.20,19.29,47.453259,8.559381,429.8,-0.1,0.0,-2.2,25.3,0
1774178786.327,29.66,30.1,33.25,13.95,19.29,47.453259,8.559381,429.8,-0.1,0.0,-2.5,25.6,0
1774178786.558,29.89,30.0,33.38,14.09,19.29,47.453259,8.559381,429.8,-0.1,0.0,-2.7,25.8,0
