timestamp,cpu_some10,cpu_some60,mem_some10,mem_some60,mem_full10,mem_full60,io_some10,io_some60,io_full10,io_full60
1774184904.430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184905.450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184906.471,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184907.498,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184908.517,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184909.537,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184910.559,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184911.579,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184912.606,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184913.629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184914.652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184915.673,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184916.696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184917.729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184918.753,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184919.776,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184920.798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184921.820,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184922.847,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184923.868,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184924.886,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184925.907,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184926.926,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184927.951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184928.972,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184929.992,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184931.012,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184932.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184933.059,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184934.078,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184935.098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184936.118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184937.140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184938.167,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184939.185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184940.205,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184941.226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184942.247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184943.276,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184944.297,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184945.317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184946.337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184947.358,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
